7403,30,0,0
7416,30,0,0
7430,30,1,1
7444,30,1,1
7457,30,1,1
7471,30,1,1
7485,30,8,8
7499,30,8,8
7513,30,8,8
7527,30,8,8
7540,30,10,10
7556,30,10,10
7572,30,10,10
7588,30,12,12
7604,30,12,12
7620,30,12,12
7636,30,12,12
7652,30,11,12
7668,30,11,12
7684,30,11,12
7700,30,12,12
7716,30,12,12
7732,30,12,12
7748,30,12,13
7764,30,12,13
7780,30,12,13
7796,30,12,13
7812,30,12,12
7828,30,12,12
7844,30,12,12
7860,30,12,13
7876,30,12,13
7892,30,12,13
7907,30,12,13
7923,30,12,13
7939,30,12,13
7955,30,12,13
7971,30,12,12
